Municípios,Densidade Empresarial,Renda,Educação,Valores Solidários - programas e ações,Tecido Social,Tecido Empresarial,Articulação,Gestão Pública,Participação e Controle Social,Vantagens Locais,Organização Produtiva,Comércio Internacional
Iguape,0.234305804,0.507054694,0.782642074,0,0.000785739,0,0.25,0.384210675,0.470079365,0.293273981,0.487459769,0.06779201
Ilha Comprida,0.571099141,0.560153413,0.817154659,0,0.0000704,0,0.166666667,0.637945523,0.408888889,0.313596613,0.449729909,0.06779201
Ilha Solteira,0.256980447,0.731800066,0.885922168,0,0.00317814,0,0.416666667,0.755766958,0.480793651,0.441297497,0.491671946,0.06779201
Ilhabela,0.335071114,0.650784831,0.836638117,0.571428571,0.005054533,0.001401121,0,0.872414428,0.567857143,0.323314684,0.462985295,0.06779201
Indaiatuba,0.255965746,0.748171764,0.868912392,0,0.009428873,0.000800641,0.25,0.927693412,0.686507937,0.428619189,0.620879121,0.154511873
Indiana,0.26642376,0.622082969,0.820143984,0,0.0000235,0,0,0.532473856,0.546269841,0.359019784,0.472862015,0.06779201
Indiaporã,0.250408627,0.62082482,0.825782142,0,0.000129002,0,0.083333333,0.530033009,0.418174603,0.422116055,0.462495047,0.06779201
Inúbia Paulista,0.301472462,0.611889538,0.823957254,0.571428571,0.000152457,0,0.083333333,0.290536892,0.532857143,0.401440798,0.387177346,0.06779201
Ipaussu,0.259377225,0.616508647,0.795616829,0.714285714,0.000140729,0.00040032,0.166666667,0.606259277,0.585079365,0.394043634,0.439946482,0.06779201
Iperó,0.158784116,0.570183727,0.786867529,0,0.000856104,0.001000801,0.083333333,0.429836228,0.412301587,0.282649534,0.491235272,0.096583941
Ipeúna,0.24641154,0.652247234,0.802218014,0.571428571,0.000938196,0,0,0.590166573,0.509761905,0.405212714,0.474587873,0.111270234
Ipiguá,0.265292507,0.609192055,0.785581699,0,0.000129002,0,0,0.62071231,0.458174603,0.347498364,0.445900716,0.06779201
Iporanga,0.223410572,0.422832269,0.788764523,0,0.0000235,0,0.5,0.441484601,0.300238095,0.258090851,0.457072504,0.06779201
Ipuã,0.255670576,0.680648337,0.778402419,0,0.000140729,0.001801441,0,0.454951956,0.512142857,0.388860522,0.476286971,0.06779201
Iracemápolis,0.279416317,0.664284153,0.828766301,0.571428571,0.001137563,0,0.166666667,0.682379248,0.413650794,0.428087287,0.457406373,0.106029174
Irapuã,0.302523943,0.599914392,0.7761605,0,0.0000235,0,0.083333333,0.446154169,0.442857143,0.362657479,0.468740903,0.06779201
Irapuru,0.402079732,0.566024776,0.758934632,0,0.0000704,0,0.083333333,0.553368545,0.412142857,0.312401918,0.478442751,0.06779201
Itaberá,0.306810468,0.466795214,0.766239572,0,0.000363551,0.00040032,0,0.521304722,0.250079365,0.291958772,0.486433075,0.06779201
Itaí,0.224712466,0.573848639,0.738341767,0,0.000961651,0,0,0.79350326,0.416984127,0.307990148,0.478810482,0.06779201
Itajobi,0.555880502,0.653429312,0.768706226,0.714285714,0.000246277,0,0,0.5448065,0.374047619,0.398085019,0.484878732,0.076648586
Itaju,0.227369111,0.597754181,0.780278929,0.571428571,0.000117275,0,0.416666667,0.522881098,0.419206349,0.39189737,0.446394204,0.06779201
Itanhaém,0.239299599,0.587145479,0.821707516,0,0.013943943,0.000800641,0.083333333,0.751854065,0.298571429,0.304219565,0.489070511,0.06779201
Itaoca,0.331145675,0.391772634,0.749681451,0.285714286,0,0,0.166666667,0.564199097,0.286269841,0.259692836,0.420339312,0.06779201
Itapecerica da Serra,0.170910221,0.587087476,0.814396377,0.714285714,0.002720769,0.001000801,0,0.735674155,0.625634921,0.29883971,0.508492079,0.120761372
Itapetininga,0.240010193,0.620145029,0.814523125,0,0.008303037,0.004203363,0,0.60012228,0.332857143,0.367271257,0.523282278,0.139359699
Itapeva,0.301469216,0.560813008,0.809386156,0.857142857,0.004116336,0.002401922,0,0.791355202,0.386825397,0.307689144,0.519197555,0.077955794
Itapevi,0.152903976,0.570102912,0.771398806,0,0.001501114,0.002201761,1,0.672713059,0.206825397,0.317628336,0.537165953,0.157654153
Itapira,0.267781593,0.675782814,0.818538995,0.714285714,0.004151519,0.002401922,0.416666667,0.733928155,0.510634921,0.401585038,0.513565474,0.161889266
Itapirapuã Paulista,0.235578141,0.334949316,0.727839939,0,0.0000117,0,0.083333333,0.365687432,0.156111111,0.241394354,0.287348781,0.06779201
Itápolis,0.49228469,0.65673204,0.795172324,0,0.002064032,0.003402722,0,0.719810186,0.594047619,0.373701027,0.513059559,0.094733112
Itaporanga,0.271485835,0.523426875,0.738588808,0,0.000246277,0,0,0.536678509,0.369047619,0.335448276,0.479974649,0.06779201
Itapuí,0.238321421,0.636582189,0.769236946,0,0.000633283,0,0.416666667,0.370081927,0.310952381,0.351305843,0.439898766,0.06779201
Itapura,0.179092983,0.56269683,0.795579214,0,0,0,0.166666667,0.46144109,0.481984127,0.283311407,0.386811935,0.06779201
Itaquaquecetuba,0.139978627,0.539433406,0.772358123,0,0.002838044,0.002001601,0,0.366842699,0.567380952,0.29088279,0.592932415,0.178398715
Itararé,0.274729416,0.503529383,0.770147421,0,0.003905242,0,0.5,0.661689616,0.199206349,0.313428342,0.504777523,0.06779201
Itariri,0.141822618,0.453385549,0.759836972,0,0.000433916,0,0,0.182847032,0.212301587,0.231481382,0.459025913,0.06779201
Itatiba,0.232892345,0.740543385,0.848023858,0.714285714,0.005523631,0,0.166666667,0.781406223,0.591666667,0.431721802,0.564457764,0.148389549
Itatinga,0.252460024,0.57195982,0.770989378,0,0.000258004,0,0.166666667,0.650837993,0.450238095,0.337514688,0.478913288,0.06779201
Itirapina,0.220340838,0.639745566,0.78908358,0,0.000258004,0.00020016,0,0.651277081,0.486111111,0.349472591,0.432175299,0.06779201
Itirapuã,0.341823334,0.545408891,0.731146592,0,0.000187639,0,1,0.500355054,0.428174603,0.321049683,0.434518587,0.06779201
Itobi,0.338102847,0.603696578,0.711826435,0,0.0000821,0,0.166666667,0.248064201,0.404047619,0.373018808,0.486183402,0.06779201
Itu,0.266627936,0.723753068,0.821203513,0,0.012419374,0.002602082,0.25,0.543152108,0.434920635,0.422044892,0.586643509,0.184364143
Itupeva,0.238382511,0.670268046,0.830203243,0,0.002087487,0,0.083333333,0.597994255,0.477857143,0.390629792,0.557814863,0.201023882
Ituverava,0.251593112,0.699569914,0.801339974,0.428571429,0.002779407,0.00040032,0.083333333,0.589985143,0.489920635,0.382701292,0.495512051,0.06779201
Jaborandi,0.276252374,0.587536753,0.790948197,0.428571429,0.000117275,0,0,0.511318441,0.330079365,0.355122873,0.449383198,0.06779201
Jaboticabal,0.280950354,0.711835378,0.817343579,0,0.009335053,0.000800641,0.166666667,0.598178485,0.494761905,0.430370074,0.51590906,0.103041647
Jacareí,0.189122932,0.662089197,0.858084029,0,0.007798757,0.010408327,0.083333333,0.584556597,0.526111111,0.378575167,0.558142874,0.154899743
Jaci,0.261532753,0.61591865,0.793866261,0,0.000387006,0,0,0.319298151,0.199206349,0.409298936,0.405939471,0.06779201
Jacupiranga,0.227901674,0.520933645,0.787454756,0,0.000387006,0,0.333333333,0.563323742,0.402142857,0.301649326,0.470686523,0.06779201
Jaguariúna,0.318650301,0.727563773,0.886229311,0.857142857,0.000856104,0,0.333333333,0.728957612,0.480634921,0.447924558,0.526591261,0.136710953
Jales,0.327823098,0.672106178,0.845304997,0.714285714,0.002005395,0.002001601,0.25,0.455965129,0.479047619,0.416880165,0.506738008,0.090126052
Jambeiro,0.225937908,0.63384966,0.812096373,0,0.000668465,0,0.583333333,0.596750216,0.494206349,0.384958234,0.453483174,0.113922813
Jandira,0.173923718,0.650718702,0.806779992,0,0.002791134,0.001000801,1,0.58602459,0.488730159,0.389042505,0.528060008,0.089161405
Jardinópolis,0.308610072,0.634551378,0.765528196,1,0.000996834,0.002201761,0.083333333,0.753701408,0.436269841,0.368573282,0.509619648,0.088406663
Jarinu,0.231877071,0.640317034,0.790721179,0,0.000539463,0,0.083333333,0.74697581,0.345079365,0.333301872,0.506627414,0.108044378
Jaú,0.258938182,0.703905558,0.81326219,0.571428571,0.008994957,0.008606886,0.416666667,0.813014188,0.603730159,0.424727987,0.527675184,0.143149875
Jeriquara,0.404528412,0.565049871,0.774348917,0,0.0000352,0,0.083333333,0.539547506,0.554920635,0.345225886,0.425058324,0.06779201
Joanópolis,0.303810242,0.602470159,0.772138351,0,0.000527735,0,0,0.701074334,0.415952381,0.333536342,0.478665637,0.06779201
João Ramalho,0.242120999,0.590863749,0.787204796,0,0.0000235,0.00020016,0.25,0.447880543,0.340238095,0.384040661,0.454391305,0.06779201
José Bonifácio,0.359582311,0.689435928,0.821211299,0,0.001137563,0.001401121,0.083333333,0.571017062,0.545079365,0.395672014,0.482963137,0.11596061
Júlio Mesquita,0.260299158,0.527875405,0.784417555,0,0.000187639,0,0,0.32368974,0.339365079,0.3041921,0.427218446,0.06779201
Jumirim,0.255559263,0.635630963,0.806560386,0,0.0000704,0,0.083333333,0.670515058,0.507301587,0.419022757,0.460794848,0.06779201
Jundiaí,0.290366633,0.830928706,0.87764999,0,0.021121145,0.005004003,0.416666667,0.803729839,0.536507937,0.476627198,0.682582102,0.34526943
Junqueirópolis,0.444514345,0.640620947,0.824983283,0,0.000867832,0.002201761,0.166666667,0.709160624,0.330079365,0.376174927,0.428161334,0.06779201
Juquiá,0.226093418,0.479294807,0.758816921,0,0.000117275,0,0.25,0.48071171,0.393888889,0.276299734,0.477641975,0.06779201
Juquitiba,0.209270771,0.5531478,0.798552732,0,0.000574645,0,0,0.383358346,0.447857143,0.246483978,0.476769339,0.06779201
Lagoinha,0.48483302,0.564768487,0.768273613,0,0.000586373,0.001000801,0.166666667,0.529109671,0.520079365,0.298183829,0.44158169,0.06779201
Laranjal Paulista,0.287680292,0.650837957,0.772070301,0,0.00073883,0.001000801,0.083333333,0.516047436,0.514047619,0.405354857,0.466753009,0.099502868
Lavínia,0.15848244,0.60388851,0.806552979,0,0.000117275,0,0.166666667,0.719259181,0.373174603,0.244930955,0.442723411,0.06779201
Lavrinhas,0.176092576,0.475677196,0.781609326,0,0.0000821,0,0,0.462742911,0.520079365,0.302008071,0.448026678,0.06779201
Leme,0.255299069,0.634472544,0.793242801,0.857142857,0.006110004,0.004403523,0.083333333,0.636653042,0.450793651,0.369814236,0.515200682,0.114182119
Lençóis Paulista,0.248586755,0.667543752,0.845658289,0,0.008948047,0,0.166666667,0.85680662,0.476349206,0.400804792,0.514007202,0.116043031
Limeira,0.309268675,0.688464066,0.838347061,0.714285714,0.014835229,0.005804644,0.333333333,0.81342934,0.589920635,0.423007326,0.626284571,0.210916818
Lindóia,0.295541018,0.647259581,0.79257255,0,0.000856104,0,0.25,0.698325074,0.363333333,0.387478679,0.473030615,0.06779201
Lins,0.292083452,0.692982943,0.850415443,0,0.008725226,0.003202562,0,0.73998713,0.568571429,0.431316468,0.507133926,0.134818197
Lorena,0.248020446,0.621796974,0.852620258,0,0.005640905,0.002401922,0.083333333,0.668962491,0.470952381,0.370721811,0.517722976,0.14417977
Lourdes,0.418128662,0.593605022,0.815164598,0,0.0000235,0,0,0.427954553,0.484047619,0.385903032,0.434147616,0.06779201
Louveira,0.19664057,0.73822311,0.853319978,0.714285714,0.000961651,0,0.25,0.785484005,0.335952381,0.42069848,0.506832701,0.097509605
Lucélia,0.276497041,0.64001367,0.845050455,0,0.000949924,0.00040032,0.083333333,0.574894859,0.376111111,0.380442588,0.33896811,0.06779201
Lucianópolis,0.370121438,0.658836607,0.788557014,0.571428571,0.000246277,0,0,0.591582019,0.451269841,0.415445558,0.306795944,0.06779201
Luís Antônio,0.265929934,0.614067223,0.810361068,0,0.0000117,0,0.083333333,0.313648375,0.241111111,0.390511729,0.433918043,0.135816349
Luiziânia,0.242752048,0.604439246,0.7389303,0,0.0000352,0,0.166666667,0.400139927,0.180079365,0.319062678,0.468044953,0.06779201
Lupércio,0.222392933,0.581892739,0.782258082,0,0.0000117,0,0.083333333,0.391546717,0.373650794,0.388288136,0.442726444,0.06779201
Lutécia,0.414471121,0.555178322,0.800289445,0,0,0,0.166666667,0.485228079,0.196269841,0.364691321,0.388082535,0.06779201
Macatuba,0.229877626,0.694619942,0.817558433,0,0.000820922,0.00020016,0,0.681811363,0.386984127,0.415211455,0.449950268,0.06779201
Macaubal,0.29140342,0.638758546,0.752117035,0,0.000211094,0.00040032,0,0.639032219,0.404365079,0.393695488,0.364611299,0.06779201
Macedônia,0.599891808,0.615812846,0.815687654,0.571428571,0.0000235,0,0.083333333,0.683387734,0.394365079,0.357145737,0.412443798,0.06779201
Magda,0.345197797,0.634326743,0.788535934,0,0.0000235,0,0,0.476492277,0.277142857,0.360102124,0.384684159,0.06779201
Mairinque,0.205451402,0.622756348,0.829895604,0.428571429,0.003365779,0,0,0.395622287,0.304206349,0.370511626,0.501325068,0.132918756
Mairiporã,0.205537367,0.681141013,0.83847099,0.571428571,0.00953442,0.00040032,0.5,0.655756325,0.499047619,0.303766673,0.497363277,0.099840774
Manduri,0.523473346,0.651071891,0.780705788,0,0.0000586,0,0,0.681603949,0.450079365,0.373471955,0.482216647,0.06779201
Marabá Paulista,0.124943253,0.540084535,0.751402558,0,0,0,0,0.32,0.325079365,0.242205212,0.33107533,0.06779201
Maracaí,0.432005533,0.624750039,0.830283999,0,0.000234549,0,0.333333333,0.770867748,0.175952381,0.380706625,0.459762801,0.06779201
Marapoama,0.557027616,0.649662551,0.757678108,0,0.0000235,0,0,0.506957937,0.420079365,0.472223753,0.350459317,0.06779201
Mariápolis,0.258594191,0.590275996,0.805089781,0,0.0000235,0,0.083333333,0.20595662,0.373015873,0.324596335,0.370687843,0.06779201
Marília,0.286814283,0.694310951,0.879845161,0.714285714,0.011058989,0.008406725,0,0.779842965,0.611111111,0.45243327,0.538310615,0.160089454
Marinópolis,0.15398215,0.594297025,0.82149552,0,0.0000117,0,0.083333333,0.448932635,0.350238095,0.419294569,0.371640035,0.06779201
Martinópolis,0.234396229,0.591750512,0.786386962,0,0.000914741,0.00020016,0.083333333,0.600162534,0.474920635,0.323824672,0.480858105,0.06779201
Matão,0.268006342,0.694152384,0.836883314,0,0.002943591,0.002201761,0,0.75598547,0.413888889,0.420920577,0.497007209,0.115763608
Mauá,0.134890727,0.623790006,0.848625795,0,0.004714436,0.002401922,1,0.545467136,0.612698413,0.373069258,0.618244924,0.203788808
Mendonça,0.353212649,0.637937671,0.81557406,0,0.000445643,0,0,0.300459332,0.436428571,0.355384599,0.378906106,0.06779201
Meridiano,0.514064068,0.631614974,0.808570606,0,0.0000235,0,0.166666667,0.448082384,0.195079365,0.439679425,0.244958834,0.06779201
Mesópolis,0.230571825,0.567962405,0.793736477,0.428571429,0,0,0.083333333,0.524690843,0.347142857,0.300259874,0.427505014,0.06779201
Miguelópolis,0.217701951,0.613096383,0.746317672,0.571428571,0.000574645,0.001601281,0.083333333,0.658950003,0.341825397,0.350790848,0.481230087,0.06779201
Mineiros do Tietê,0.325992601,0.637954696,0.778257565,1,0.000445643,0,0.416666667,0.726006336,0.359047619,0.390156322,0.482606823,0.06779201
Mira Estrela,0.411235411,0.57347526,0.822920766,0.142857143,0.0000586,0,0.083333333,0.511423467,0.470396825,0.317165046,0.461136,0.06779201
Miracatu,0.254768736,0.461341417,0.771018409,0.714285714,0.000433916,0,0.166666667,0.30060763,0.415079365,0.255635802,0.474018898,0.06779201
Mirandópolis,0.228675975,0.641623758,0.784347918,0,0.000926469,0,0.083333333,0.422042085,0.338333333,0.355646182,0.474472251,0.06779201
Mirante do Paranapanema,0.205534961,0.503059619,0.78747265,0,0.001137563,0.001000801,0,0.57367053,0.274047619,0.286009805,0.328605185,0.06779201
Mirassol,0.278604501,0.676007859,0.814954053,0,0.007271021,0.006204964,0.083333333,0.823094407,0.345079365,0.416006919,0.497231961,0.10091014
Mirassolândia,0.281049351,0.605712016,0.778307903,0,0.0000235,0,0,0.507769984,0.488174603,0.336687799,0.460451675,0.06779201
Mococa,0.267985325,0.677682598,0.839037723,0.714285714,0.004198429,0.004003203,0.083333333,0.429382732,0.579047619,0.409425691,0.522654351,0.101990534
Mogi das Cruzes,0.236636787,0.665754516,0.853505652,0,0.030268559,0.008006405,0.166666667,0.798989488,0.602063492,0.363273917,0.592673645,0.156369191
Mogi Guaçu,0.228176844,0.66253888,0.835502666,0,0.005945819,0.004403523,0.166666667,0.547160029,0.626666667,0.397588715,0.523692761,0.15128785
Mogi Mirim,0.286867838,0.693955389,0.839867614,0,0.004339158,0.002802242,0.166666667,0.759822366,0.463571429,0.420944853,0.540822503,0.140036454
Mombuca,0.250515121,0.626375199,0.784988862,0,0.0000117,0,0.166666667,0.345813396,0.391428571,0.342369563,0.445704319,0.06779201
Monções,0.634087956,0.64506682,0.841164497,0,0.0000117,0,0.083333333,0.460335282,0.347142857,0.407686094,0.266541055,0.06779201
Mongaguá,0.248716458,0.593097966,0.819899048,0.714285714,0.001688753,0,0.083333333,0.845683308,0.281666667,0.306698625,0.482407692,0.06779201
Monte Alegre do Sul,0.367958567,0.68002116,0.834137989,1,0.0000821,0,0.333333333,0.410244232,0.200079365,0.400482723,0.484679509,0.06779201
Monte Alto,0.366668978,0.67588142,0.827904642,0,0.001489387,0.002401922,0,0.703667959,0.468888889,0.421294437,0.504425343,0.128378313
Monte Aprazível,0.37578647,0.73096926,0.830032855,0.428571429,0.001090653,0.00040032,0,0.523971354,0.359206349,0.423104019,0.487345041,0.093904267
Monte Azul Paulista,0.298969293,0.658172261,0.8023784,0,0.000891287,0,0.083333333,0.735539694,0.436111111,0.388154954,0.453781871,0.06779201
Monte Castelo,0.210861734,0.614142663,0.803041353,0,0.0000352,0,0.083333333,0.56104691,0.229206349,0.337533936,0.44519668,0.06779201
Monte Mor,0.225077141,0.606591795,0.812062769,0,0.001430749,0.001200961,0.25,0.464113405,0.474920635,0.320848154,0.515222298,0.122830992
Monteiro Lobato,0.386769989,0.551179784,0.776507502,0,0.0000586,0,0.25,0.548338094,0.537142857,0.325747448,0.47522329,0.06779201
Morro Agudo,0.291547991,0.620526508,0.761596679,0,0.002896681,0.003202562,0.083333333,0.680914863,0.335238095,0.390063022,0.387820318,0.06779201
Morungaba,0.296058211,0.624346532,0.768805049,1,0.000269731,0,0.416666667,0.511408165,0.509920635,0.410273641,0.42559183,0.06779201
Motuca,0.217191031,0.525535976,0.805737514,0,0.0000117,0,0,0.619056995,0.520238095,0.386464108,0.454138094,0.06779201
Murutinga do Sul,0.278209352,0.598615041,0.800954091,0.285714286,0.0000235,0,0.166666667,0.57275236,0.470079365,0.355802942,0.434604001,0.06779201
Nantes,0.277112443,0.563522748,0.815281578,0,0,0,0.25,0.499780389,0.272142857,0.360405946,0.443238424,0.06779201
Narandiba,0.218233886,0.565253936,0.779305432,0.571428571,0.0000352,0,0.25,0.5792893,0.419920635,0.341690572,0.304553738,0.06779201
Natividade da Serra,0.398484419,0.465766918,0.694201629,0,0.000281459,0,0.166666667,0.423771339,0.436269841,0.289585603,0.457045717,0.06779201
Nazaré Paulista,0.196321569,0.555284003,0.736102251,0.571428571,0.000656737,0,0,0.729439474,0.460952381,0.239476197,0.491359396,0.06779201
Neves Paulista,0.317093837,0.668125764,0.828963189,0,0.000269731,0,0,0.541624865,0.327142857,0.375149795,0.469940033,0.06779201
Nhandeara,0.508676338,0.677656732,0.780359612,0,0.000750557,0,0,0.667686752,0.346984127,0.394452046,0.490667606,0.06779201
Nipoã,0.244767818,0.603968866,0.788398558,0,0.0000117,0,0,0.447392286,0.481269841,0.423263044,0.450576471,0.06779201
Nova Aliança,0.259984219,0.630550533,0.75428641,0,0.0000235,0,0,0.567614448,0.311269841,0.334761544,0.37591833,0.06779201
Nova Campina,0.153825525,0.381117679,0.745676921,0,0.0000352,0,0.416666667,0.630251631,0.314365079,0.231913962,0.438781305,0.06779201
Nova Canaã Paulista,0.243974437,0.571228879,0.788448535,0,0.0000235,0,0.083333333,0.554360583,0.453333333,0.277449759,0.369011903,0.06779201
Nova Castilho,0.811601659,0.591957178,0.835727751,0,0,0,0,0.360824408,0.340238095,0.271862244,0.369551176,0.06779201
Nova Europa,0.240354669,0.63421481,0.803000389,0,0.0000821,0,0,0.565552516,0.42952381,0.393093286,0.151295972,0.06779201
Nova Granada,0.272277468,0.638241847,0.796494486,0,0.000375279,0,0,0.609300394,0.121269841,0.392587516,0.480995071,0.06779201
Nova Guataporanga,0.229764227,0.612555956,0.816169756,0,0.0000117,0,0.083333333,0.46587769,0.218174603,0.389834314,0.445717965,0.06779201
Nova Independência,0.255273842,0.585012548,0.799925315,0.714285714,0,0,0.083333333,0.240072784,0.405079365,0.350279961,0.178991424,0.06779201
Nova Luzitânia,0.325060387,0.635174016,0.81331201,0.428571429,0.0000117,0,0,0.220234896,0.423174603,0.392201952,0.460020055,0.06779201
Nova Odessa,0.258692685,0.690945323,0.868819256,0,0.001325202,0,0.083333333,0.760383382,0.412380952,0.426267684,0.515210259,0.118951827
Novais,0.176718521,0.620688424,0.776622267,0,0,0,0,0.55711325,0.268174603,0.343270947,0.469645081,0.06779201
Novo Horizonte,0.302707761,0.654611768,0.828322472,0.857142857,0.003354052,0,0,0.340150371,0.574047619,0.418810676,0.455045901,0.06779201
Nuporanga,0.378669918,0.643906604,0.803347372,0,0.000445643,0,0.083333333,0.56992986,0.348333333,0.447322962,0.318987442,0.06779201
Ocauçu,0.299240372,0.601007942,0.783546506,0,0.0000821,0,0.333333333,0.410222211,0.380079365,0.394250837,0.443915971,0.06779201
Óleo,0.818925569,0.603852011,0.764721081,0,0.0000117,0,0.083333333,0.23705566,0.445396825,0.362105377,0.429734377,0.06779201
Olímpia,0.327939673,0.653194476,0.835471862,0.714285714,0.002392401,0.001601281,0.083333333,0.881999149,0.517698413,0.419872355,0.500388129,0.103325178
Onda Verde,0.279028402,0.614929108,0.808419004,0,0.0000235,0,0,0.615645021,0.377142857,0.344124808,0.328465394,0.06779201
Oriente,0.318048628,0.61807077,0.845785016,0,0.000715375,0,0,0.447642022,0.419206349,0.413926806,0.465534582,0.06779201
Orindiúva,0.337598126,0.645687128,0.867418425,0,0.0000117,0.001801441,0,0.613678972,0.437301587,0.396066938,0.209330676,0.06779201
Orlândia,0.28186425,0.69002914,0.817946644,0.142857143,0.002404128,0.00020016,0,0.739054538,0.379047619,0.423235303,0.507714046,0.112135323
Osasco,0.24168669,0.702364115,0.828949471,0,0.018752199,0.004803843,0.166666667,0.798563353,0.27984127,0.388740776,0.613283017,0.16513932
Oscar Bressane,0.405977572,0.616295301,0.828634504,0,0,0,0.25,0.326222426,0.119047619,0.3546105,0.462305013,0.06779201
Osvaldo Cruz,0.341488774,0.651677161,0.827095035,0,0.001090653,0.001200961,0.083333333,0.856384302,0.314047619,0.406478644,0.484925437,0.088891197
Ourinhos,0.280927946,0.674515294,0.836263349,0,0.002544858,0.002401922,0.083333333,0.721497608,0.642857143,0.415903372,0.505472462,0.119504379
Ouro Verde,0.216413213,0.546443401,0.755752556,0,0.0000938,0,0.166666667,0.507510162,0.125079365,0.307266522,0.46968046,0.06779201
Ouroeste,0.28463526,0.627721236,0.852737573,0.428571429,0.000117275,0.00020016,0.166666667,0.355104231,0.326984127,0.391937911,0.4047085,0.06779201
Pacaembu,0.251789935,0.62093373,0.739740543,0,0.000281459,0,0,0.568390805,0.426984127,0.315869316,0.479777539,0.06779201
Palestina,0.492290351,0.631177951,0.771156168,0,0,0,0,0.487970912,0.221111111,0.367053788,0.389078698,0.06779201
Palmares Paulista,0.140502671,0.624725184,0.787566882,0.714285714,0.000152457,0,0.083333333,0.272960039,0.493174603,0.360987373,0.467150378,0.06779201
Palmeira d'Oeste,0.236878724,0.631326188,0.810360635,0,0.000246277,0,0.083333333,0.379812935,0.416984127,0.357595321,0.487081723,0.06779201
Palmital,0.372893069,0.633877026,0.811737932,0.571428571,0.000809194,0,0.333333333,0.786373081,0.369920635,0.373324828,0.495403893,0.06779201
Panorama,0.284825743,0.625985583,0.762358421,0,0.000129002,0,0.166666667,0.569295923,0.160079365,0.366188079,0.426823721,0.06779201
Paraguaçu Paulista,0.324058479,0.612920574,0.847864382,1,0.001806028,0.001401121,0.666666667,0.729918602,0.282857143,0.351569161,0.363428731,0.06779201
Paraibuna,0.23825511,0.57069983,0.772546116,0,0.00064501,0.00020016,0,0.451627298,0.501111111,0.31191344,0.481847698,0.06779201
Paraíso,0.44187628,0.682404135,0.801443666,0.857142857,0.0000821,0,0,0.667661183,0.479047619,0.4281931,0.302127472,0.06779201
Paranapanema,0.35012449,0.585797822,0.764255724,0.428571429,0.001313475,0.001000801,0.083333333,0.49382966,0.511111111,0.339372621,0.495635669,0.06779201
Paranapuã,0.234206951,0.624002179,0.786023424,0.428571429,0.0000117,0,0.166666667,0.513821129,0.352857143,0.383408123,0.260396787,0.06779201
Parapuã,0.402779663,0.586113218,0.791263351,0,0.000316641,0.00040032,0.166666667,0.57184882,0.441428571,0.350479237,0.399173043,0.06779201
Pardinho,0.354455551,0.610009337,0.777092153,0,0.000398733,0,0.083333333,0.256846204,0.161269841,0.362147735,0.411461282,0.06779201
Pariquera-Açu,0.239614346,0.551986156,0.787452807,0.714285714,0.000164184,0,0.25,0.725410875,0.447142857,0.312864504,0.483374334,0.06779201
Parisi,0.41838208,0.653014546,0.743745048,0,0,0,0.083333333,0.630356953,0.431111111,0.41785766,0.433552243,0.06779201
Patrocínio Paulista,0.289557204,0.595378837,0.773798886,0,0.000269731,0.002401922,0.083333333,0.551749357,0.597698413,0.382678429,0.456041053,0.111259682
Paulicéia,0.255101065,0.593985851,0.772843151,0,0.000480826,0.00020016,0.083333333,0.054600895,0.284047619,0.279760735,0.381633505,0.06779201
Paulínia,0.249433859,0.757023715,0.877767732,0.714285714,0.002697314,0.00060048,0.083333333,0.566511867,0.525952381,0.424969346,0.584362387,0.23167657
Paulistânia,0.377853872,0.58386777,0.792935186,0,0,0,0,0.613254921,0.342301587,0.285349528,0.40073901,0.06779201
Paulo de Faria,0.414147013,0.611033804,0.778737637,0,0.000668465,0.00040032,0.083333333,0.531168647,0.391984127,0.37208601,0.475871226,0.06779201
Pederneiras,0.247717525,0.635336427,0.787897447,0,0.005289082,0.000800641,0,0.788522943,0.352142857,0.387142978,0.519055327,0.121662404
Pedra Bela,0.210570815,0.560477871,0.712967248,0,0.0000469,0,0.333333333,0.539741131,0.323174603,0.265341091,0.46198054,0.06779201
Pedranópolis,0.735945137,0.61022378,0.806643912,0.142857143,0.0000117,0,0.166666667,0.439878334,0.467142857,0.307398151,0.388952851,0.06779201
Pedregulho,0.407056371,0.61422393,0.773825007,0.428571429,0.000715375,0,0.083333333,0.372025754,0.335238095,0.364185153,0.447296451,0.06779201
Pedreira,0.27878169,0.682459238,0.83267168,0,0.002169579,0,0.25,0.553340613,0.455079365,0.402060502,0.509794196,0.1092449
Pedrinhas Paulista,0.37418289,0.652828413,0.849557547,0,0.0000117,0,0.166666667,0.621331533,0.543888889,0.486633652,0.433552749,0.06779201
Pedro de Toledo,0.156895579,0.487650868,0.766841083,0,0.000152457,0,0.166666667,0.269361488,0.344047619,0.271468033,0.474012833,0.06779201
Penápolis,0.321179316,0.669487987,0.831184925,0,0.005969274,0.002602082,0.25,0.594326249,0.409920635,0.420415308,0.502021018,0.088834895
Pereira Barreto,0.297371005,0.630342353,0.843863877,0,0.000844377,0.00040032,0.083333333,0.790254774,0.252857143,0.367547934,0.438860058,0.06779201
Pereiras,0.392275978,0.637646787,0.756488208,0,0.0000469,0,0.083333333,0.269256322,0.253888889,0.314560477,0.395583829,0.06779201
Peruíbe,0.296950218,0.60966487,0.814482387,0,0.003494781,0.00040032,0,0.802898342,0.457857143,0.322988692,0.495411176,0.06779201
